SampleId,ActualYear,Normalization,Modality,OwnYearSimilarity,OtherYearSimilarity,SimilarityGap,OwnYearWin
24,1394,SNV,Combined,0.822821687360099,0.09345579306223761,0.7293658942978614,True
26,1394,SNV,Combined,0.7556630377905695,0.1381317268762988,0.6175313109142707,True
27,1394,SNV,Combined,0.7818550453308081,0.032559733148232586,0.7492953121825755,True
28,1394,SNV,Combined,0.8541594158518564,0.06032040596068223,0.7938390098911742,True
30,1404,SNV,Combined,0.9156239218342056,0.07583776836047625,0.8397861534737293,True
31,1404,SNV,Combined,0.9177458289275062,0.08105468494739827,0.8366911439801079,True
32,1404,SNV,Combined,0.8443506339341856,0.0668370730260059,0.7775135609081797,True
33,1404,SNV,Combined,0.8615390250111775,0.06647890010590007,0.7950601249052774,True
34,1394,SNV,Combined,0.9065662148498987,0.10473457807988179,0.8018316367700169,True
36,1394,SNV,Combined,0.9419216707690743,0.060051854399141354,0.8818698163699329,True
37,1394,SNV,Combined,0.9027015245677612,0.05990401543825484,0.8427975091295064,True
38,1404,SNV,Combined,0.7354229506615455,0.07793975337018742,0.6574831972913581,True
39,1394,SNV,Combined,0.882149820087215,0.0662826812392253,0.8158671388479897,True
40,1394,SNV,Combined,0.8972824744665158,0.062054839971389525,0.8352276344951263,True
41,1404,SNV,Combined,0.9348584558188185,0.07864189290057609,0.8562165629182424,True
42,1404,SNV,Combined,0.9516847353718777,0.08448283700408693,0.8672018983677907,True
43,1404,SNV,Combined,0.914984333168891,0.06867977126996688,0.8463045618989242,True
44,1404,SNV,Combined,0.9370930501921845,0.06841526336798552,0.8686777868241989,True
1,1394,AsLS+SNV,250 nm,0.9643871145806757,-0.0293365247425034,0.9937236393231791,True
3,1404,AsLS+SNV,250 nm,0.7664540897071185,-0.018830718482227022,0.7852848081893455,True
4,1394,AsLS+SNV,250 nm,0.9932179661750838,-0.0277413099291968,1.0209592761042807,True
5,1404,AsLS+SNV,250 nm,0.9344543879625012,-0.028757694144106328,0.9632120821066076,True
6,1404,AsLS+SNV,250 nm,0.9293750340351508,-0.026254172738728147,0.9556292067738789,True
7,1404,AsLS+SNV,250 nm,0.9073882849813847,-0.02468913747418408,0.9320774224555688,True
8,1404,AsLS+SNV,250 nm,0.9204498591019727,-0.02128373624427421,0.9417335953462469,True
9,1394,AsLS+SNV,250 nm,0.9620757401331306,-0.025864039366223817,0.9879397794993544,True
10,1394,AsLS+SNV,250 nm,0.9412041897181639,-0.023336045642389915,0.9645402353605538,True
11,1404,AsLS+SNV,250 nm,0.9459503140400572,-0.0247799931315183,0.9707303071715756,True
12,1404,AsLS+SNV,250 nm,0.7189604821588754,-0.025383663819551153,0.7443441459784266,True
13,1394,AsLS+SNV,250 nm,0.9739612802756344,-0.023153051114660195,0.9971143313902946,True
14,1404,AsLS+SNV,250 nm,0.8498157603343174,-0.018097622158623886,0.8679133824929413,True
15,1404,AsLS+SNV,250 nm,0.8038591549650687,-0.021839932869092492,0.8256990878341611,True
16,1404,AsLS+SNV,250 nm,0.8184075602316453,-0.020425222219685256,0.8388327824513305,True
17,1404,AsLS+SNV,250 nm,0.691929457596289,-0.017173759421660332,0.7091032170179493,True
18,1404,AsLS+SNV,250 nm,0.9223622898517649,-0.02997976588945358,0.9523420557412186,True
19,1404,AsLS+SNV,250 nm,0.9367177409293973,-0.02374906260717635,0.9604668035365737,True
20,1394,AsLS+SNV,250 nm,0.9688204536827582,-0.028675840965167693,0.9974962946479259,True
21,1404,AsLS+SNV,250 nm,0.2829385370887283,-0.011323580651807314,0.2942621177405356,True
22,1404,AsLS+SNV,250 nm,0.9430648777227852,-0.022055166879427143,0.9651200446022123,True
23,1404,AsLS+SNV,250 nm,0.9340181409689426,-0.02713900472509651,0.9611571456940392,True
24,1394,AsLS+SNV,250 nm,0.9273479533287736,-0.025327811787665896,0.9526757651164395,True
26,1394,AsLS+SNV,250 nm,0.7120843824507196,-0.02639837546873679,0.7384827579194564,True
27,1394,AsLS+SNV,250 nm,0.9510577474997046,-0.025677910018353328,0.9767356575180579,True
28,1394,AsLS+SNV,250 nm,0.9582194552893364,-0.029578693002930853,0.9877981482922672,True
30,1404,AsLS+SNV,250 nm,0.902328874352949,-0.02311237128035987,0.9254412456333089,True
31,1404,AsLS+SNV,250 nm,0.9429754052138228,-0.020827903174630274,0.9638033083884531,True
32,1404,AsLS+SNV,250 nm,0.9083842871240253,-0.022357934007855962,0.9307422211318812,True
33,1404,AsLS+SNV,250 nm,0.8145240940209737,-0.024257181742128944,0.8387812757631027,True
34,1394,AsLS+SNV,250 nm,0.9058857935311969,-0.025737706058441515,0.9316234995896384,True
36,1394,AsLS+SNV,250 nm,0.9934167248148174,-0.025276320894453516,1.0186930457092709,True
37,1394,AsLS+SNV,250 nm,0.8936282744750894,-0.025524808173606292,0.9191530826486957,True
38,1404,AsLS+SNV,250 nm,0.8711660692870442,-0.023545820426947323,0.8947118897139915,True
39,1394,AsLS+SNV,250 nm,0.975497211295525,-0.0216362292777583,0.9971334405732833,True
40,1394,AsLS+SNV,250 nm,0.9858802272921094,-0.02433472450629573,1.0102149517984051,True
41,1404,AsLS+SNV,250 nm,0.911094940008819,-0.0283247715553705,0.9394197115641895,True
42,1404,AsLS+SNV,250 nm,0.9304238386799493,-0.02642671100572639,0.9568505496856756,True
43,1404,AsLS+SNV,250 nm,0.9230019153456871,-0.029824896824449883,0.952826812170137,True
44,1404,AsLS+SNV,250 nm,0.9353873015554427,-0.028801159658078484,0.9641884612135212,True
1,1394,AsLS+SNV,308 nm,0.7789407133681797,0.06742851245504464,0.711512200913135,True
3,1404,AsLS+SNV,308 nm,0.7948216014176779,0.1766951373035698,0.6181264641141081,True
4,1394,AsLS+SNV,308 nm,0.7028929893077632,0.21825614068436014,0.48463684862340306,True
5,1404,AsLS+SNV,308 nm,0.94893666012115,0.1274432265226537,0.8214934335984962,True
6,1404,AsLS+SNV,308 nm,0.8682665865303945,0.090572482640318,0.7776941038900764,True
7,1404,AsLS+SNV,308 nm,0.9404362260335527,0.13861326215121814,0.8018229638823345,True
8,1404,AsLS+SNV,308 nm,0.8864997312519015,0.14912464535991665,0.7373750858919849,True
9,1394,AsLS+SNV,308 nm,0.4922493297312561,0.16191506308523076,0.3303342666460254,True
10,1394,AsLS+SNV,308 nm,0.7253201771805822,0.16089138970395947,0.5644287874766227,True
11,1404,AsLS+SNV,308 nm,0.9381730175875204,0.1378912614995124,0.800281756088008,True
12,1404,AsLS+SNV,308 nm,0.651612355427199,0.0812660855030559,0.5703462699241431,True
13,1394,AsLS+SNV,308 nm,0.7529405084364111,0.12234353673989877,0.6305969716965124,True
14,1404,AsLS+SNV,308 nm,0.7770926609736769,0.2055392664062461,0.5715533945674308,True
15,1404,AsLS+SNV,308 nm,0.8327899763762702,0.16749532168426767,0.6652946546920024,True
16,1404,AsLS+SNV,308 nm,0.8462496236802868,0.1638885422711462,0.6823610814091405,True
17,1404,AsLS+SNV,308 nm,0.9347660465069356,0.1085349496149927,0.826231096891943,True
18,1404,AsLS+SNV,308 nm,0.6860005338529926,0.14450852836158495,0.5414920054914076,True
19,1404,AsLS+SNV,308 nm,0.8537642505515795,0.16162136119101056,0.6921428893605689,True
20,1394,AsLS+SNV,308 nm,0.5832416989984301,-0.005327170946473936,0.5885688699449041,True
21,1404,AsLS+SNV,308 nm,0.8513656232868996,0.20012458526652543,0.6512410380203741,True
22,1404,AsLS+SNV,308 nm,0.9132173037218727,0.17973432830010497,0.7334829754217678,True
23,1404,AsLS+SNV,308 nm,0.8112524934622001,0.060281949475223945,0.7509705439869762,True
24,1394,AsLS+SNV,308 nm,0.4488987148019753,0.14697010894019796,0.30192860586177733,True
26,1394,AsLS+SNV,308 nm,0.3241541874781922,0.24460590200402896,0.07954828547416323,True
27,1394,AsLS+SNV,308 nm,0.19196430752119062,-0.016917099102354272,0.2088814066235449,True
28,1394,AsLS+SNV,308 nm,0.2902717400755816,-0.0034533827275236894,0.2937251228031053,True
30,1404,AsLS+SNV,308 nm,0.9249501212028863,0.1668280688650778,0.7581220523378085,True
31,1404,AsLS+SNV,308 nm,0.9151755053924412,0.16851581065726703,0.7466596947351741,True
32,1404,AsLS+SNV,308 nm,0.7556208604286746,0.1258038133039894,0.6298170471246852,True
33,1404,AsLS+SNV,308 nm,0.9008770043183791,0.12363077403535225,0.7772462302830269,True
34,1394,AsLS+SNV,308 nm,0.8072657678139297,0.20017498688309807,0.6070907809308316,True
36,1394,AsLS+SNV,308 nm,0.8042725601948103,0.04941926090976568,0.7548532992850446,True
37,1394,AsLS+SNV,308 nm,0.7953267342984168,0.04499589480725674,0.7503308394911601,True
38,1404,AsLS+SNV,308 nm,0.6217841237661987,0.1288573667562163,0.49292675700998245,True
39,1394,AsLS+SNV,308 nm,0.5449816770517484,0.027511482343933753,0.5174701947078146,True
40,1394,AsLS+SNV,308 nm,0.5449816770512309,0.027511482343538174,0.5174701947076927,True
41,1404,AsLS+SNV,308 nm,0.93375180578073,0.13134228152928365,0.8024095242514464,True
42,1404,AsLS+SNV,308 nm,0.9426985357260609,0.17856982496742282,0.7641287107586381,True
43,1404,AsLS+SNV,308 nm,0.9023407010476159,0.09232811067767832,0.8100125903699376,True
44,1404,AsLS+SNV,308 nm,0.9472429995292784,0.10956966983441703,0.8376733296948613,True
1,1394,AsLS+SNV,440 nm,0.8034706287002787,0.01470350088511581,0.7887671278151629,True
3,1404,AsLS+SNV,440 nm,0.6199977365543003,0.0016859778112469945,0.6183117587430533,True
4,1394,AsLS+SNV,440 nm,0.9904296015118111,0.012361418352073257,0.9780681831597379,True
5,1404,AsLS+SNV,440 nm,0.9744729217953464,-0.005343861964665604,0.979816783760012,True
6,1404,AsLS+SNV,440 nm,0.9462905425979874,-0.0013758490080542365,0.9476663916060416,True
7,1404,AsLS+SNV,440 nm,0.9419202168916221,-0.0015130603213271254,0.9434332772129492,True
8,1404,AsLS+SNV,440 nm,0.9597396908509688,-0.003123012294957157,0.9628627031459259,True
9,1394,AsLS+SNV,440 nm,0.9426321380639524,-0.004330530016986383,0.9469626680809388,True
10,1394,AsLS+SNV,440 nm,0.9397615744362326,-0.003930701970166973,0.9436922764063996,True
11,1404,AsLS+SNV,440 nm,0.8973839541456546,-0.002846958051145449,0.9002309121968001,True
12,1404,AsLS+SNV,440 nm,0.7161401134872165,-0.003950064808324021,0.7200901782955406,True
13,1394,AsLS+SNV,440 nm,0.9822584430774415,-0.006403200707056462,0.988661643784498,True
14,1404,AsLS+SNV,440 nm,0.7470221660440245,-0.002206408454480037,0.7492285744985046,True
15,1404,AsLS+SNV,440 nm,0.6465064265221461,0.0009836471191201413,0.6455227794030259,True
16,1404,AsLS+SNV,440 nm,0.7098322661519304,-0.0003106014691345012,0.7101428676210649,True
17,1404,AsLS+SNV,440 nm,0.9581301196710187,-0.003184900657397469,0.9613150203284162,True
18,1404,AsLS+SNV,440 nm,0.7881272345576527,-0.004957653818079353,0.793084888375732,True
19,1404,AsLS+SNV,440 nm,0.948842994359547,-0.002464159070270736,0.9513071534298178,True
20,1394,AsLS+SNV,440 nm,0.9782887521748611,-0.01059454420478713,0.9888832963796482,True
21,1404,AsLS+SNV,440 nm,0.22605458631333816,0.04374040180279486,0.18231418451054332,True
22,1404,AsLS+SNV,440 nm,0.8443322183479209,-0.0007382620336903447,0.8450704803816113,True
23,1404,AsLS+SNV,440 nm,0.8997242003743039,-0.004562806744284907,0.9042870071185888,True
24,1394,AsLS+SNV,440 nm,0.8703044950558593,-0.0038824369282464783,0.8741869319841058,True
26,1394,AsLS+SNV,440 nm,0.927013409297509,-0.009701764678908435,0.9367151739764175,True
27,1394,AsLS+SNV,440 nm,0.9890439830689631,-0.0015714957752637215,0.9906154788442268,True
28,1394,AsLS+SNV,440 nm,0.9939952388477016,-0.0037692022350600787,0.9977644410827616,True
30,1404,AsLS+SNV,440 nm,0.9182960718713311,-0.0022933820486282933,0.9205894539199594,True
31,1404,AsLS+SNV,440 nm,0.8879193868238182,-0.0031943932588675223,0.8911137800826857,True
32,1404,AsLS+SNV,440 nm,0.8575006467232541,0.00017452497532259305,0.8573261217479315,True
33,1404,AsLS+SNV,440 nm,0.8577943163916383,0.001557265010450951,0.8562370513811873,True
34,1394,AsLS+SNV,440 nm,0.9841835530055072,0.0025595128116022194,0.9816240401939049,True
36,1394,AsLS+SNV,440 nm,0.995181328077249,-0.0004564377195836516,0.9956377657968327,True
37,1394,AsLS+SNV,440 nm,0.9861628008356016,0.006279901703063991,0.9798828991325376,True
38,1404,AsLS+SNV,440 nm,0.6649784940011244,-0.00023220439626083647,0.6652106983973852,True
39,1394,AsLS+SNV,440 nm,0.9402557206418563,0.0030412083267560507,0.9372145123151002,True
40,1394,AsLS+SNV,440 nm,0.9763407950695022,-0.0025010750038634458,0.9788418700733656,True
41,1404,AsLS+SNV,440 nm,0.95235148255433,-0.003437456234406691,0.9557889387887367,True
42,1404,AsLS+SNV,440 nm,0.9795930815262929,-0.004021504153846532,0.9836145856801394,True
43,1404,AsLS+SNV,440 nm,0.9067610192426242,-0.005526359897086653,0.9122873791397108,True
44,1404,AsLS+SNV,440 nm,0.9224701106342803,-0.004764770868674244,0.9272348815029545,True
1,1394,AsLS+SNV,Combined,0.8410462922117785,0.0175758332041116,0.8234704590076669,True
3,1404,AsLS+SNV,Combined,0.72808043066122,0.03452860211400115,0.6935518285472189,True
4,1394,AsLS+SNV,Combined,0.9045572317066,0.06804777514581108,0.8365094565607889,True
5,1404,AsLS+SNV,Combined,0.9522964965190133,0.01679654317476024,0.9354999533442531,True
6,1404,AsLS+SNV,Combined,0.914263559323765,0.010688455732459778,0.9035751035913052,True
7,1404,AsLS+SNV,Combined,0.9296819417360884,0.022335246726977807,0.9073466950091106,True
8,1404,AsLS+SNV,Combined,0.9217754192060577,0.025426477887392145,0.8963489413186655,True
9,1394,AsLS+SNV,Combined,0.8262456738780127,0.04429095744097157,0.7819547164370412,True
10,1394,AsLS+SNV,Combined,0.8713462631682635,0.044929809278837725,0.8264164538894258,True
11,1404,AsLS+SNV,Combined,0.9273782642264354,0.021632141099069777,0.9057461231273657,True
12,1404,AsLS+SNV,Combined,0.6953276268925357,0.007888924243305907,0.6874387026492298,True
13,1394,AsLS+SNV,Combined,0.905908465191083,0.031226605928624987,0.874681859262458,True
14,1404,AsLS+SNV,Combined,0.7917128314060728,0.0400100580745671,0.7517027733315057,True
15,1404,AsLS+SNV,Combined,0.7621124082505644,0.03101736705904694,0.7310950411915175,True
16,1404,AsLS+SNV,Combined,0.7922234355057521,0.030220907894141537,0.7620025276116106,True
17,1404,AsLS+SNV,Combined,0.8604231961301512,0.01753709598359029,0.8428861001465608,True
18,1404,AsLS+SNV,Combined,0.7989783182977033,0.020437069493425282,0.778541248804278,True
19,1404,AsLS+SNV,Combined,0.9126981202181926,0.027650615894584594,0.885047504323608,True
20,1394,AsLS+SNV,Combined,0.8632341019679028,-0.014919405202439232,0.8781535071703421,True
21,1404,AsLS+SNV,Combined,0.4554022942266557,0.05857464739914067,0.39682764682751503,True
22,1404,AsLS+SNV,Combined,0.9006907851498099,0.03312125087953795,0.867569534270272,True
23,1404,AsLS+SNV,Combined,0.8814564859765446,0.002150205503586474,0.8793062804729581,True
24,1394,AsLS+SNV,Combined,0.7760785365000445,0.039594525319845565,0.736484011180199,True
26,1394,AsLS+SNV,Combined,0.6885999494136915,0.07015219327737288,0.6184477561363186,True
27,1394,AsLS+SNV,Combined,0.7701403111415637,-0.014857595974799192,0.7849979071163629,True
28,1394,AsLS+SNV,Combined,0.797414358200375,-0.012364900630912104,0.8097792588312871,True
30,1404,AsLS+SNV,Combined,0.9150552314325442,0.029156317911579334,0.8858989135209648,True
31,1404,AsLS+SNV,Combined,0.9155538524509744,0.03005622717715328,0.8854976252738211,True
32,1404,AsLS+SNV,Combined,0.8403238602303703,0.02087246400415818,0.8194513962262121,True
33,1404,AsLS+SNV,Combined,0.8575989052019408,0.02018474669119614,0.8374141585107446,True
34,1394,AsLS+SNV,Combined,0.8939163419495587,0.05944438647179136,0.8344719554777673,True
36,1394,AsLS+SNV,Combined,0.9298805010230045,0.007940177368729635,0.9219403236542748,True
37,1394,AsLS+SNV,Combined,0.8873454498219888,0.008569532399608447,0.8787759174223804,True
38,1404,AsLS+SNV,Combined,0.7199119751700583,0.020984660428308478,0.6989273147417498,True
39,1394,AsLS+SNV,Combined,0.8425393461643997,0.0029457532111538108,0.839593592953246,True
40,1394,AsLS+SNV,Combined,0.8599841674509756,0.00022585728740538526,0.8597583101635702,True
41,1404,AsLS+SNV,Combined,0.9320915487370797,0.01857749548397537,0.9135140532531043,True
42,1404,AsLS+SNV,Combined,0.9505128117882297,0.02999155119857796,0.9205212605896517,True
43,1404,AsLS+SNV,Combined,0.9106585096083974,0.00820541815423562,0.9024530914541619,True
44,1404,AsLS+SNV,Combined,0.9350582960081212,0.012862344756400529,0.9221959512517206,True
